the_geom,cartodb_id,the_geom_webmercator,objectid,_ds_write_method,access_direction,access_direction_cardinal,accessible,baby_change_facilities,bbq,boat_ramp,caravan_disposal,carriageway_code,carriageway_configuration,category,construction_date,description,distance_from,driver_reviver,emergency_phones,entry_taper,exit_taper,food_available,fuel_available,guid,heavy_vehicle_parking_capacity,heavy_vehicles_parking_type,last_updated,latitude,lga,light_vehicle_parking_capacity,light_vehicles_parking_type,lighting,link_no,litter_bins,longitude,lookout,ne_unique,pets_allowed,picnic_table,playground,power_outlets,power_supply,region,responsible_authority,rest_area_name,rest_area_number,road_name,road_number,separated_parking_areas_light_heavy,shade,shelter,side_of_road,sign_non_potable,site_status,sports_ground,suburb,invalid_the_geom,toilets,tourist_information,tree_shading,vehicle_type,water_supply_type
0104000020E610000001000000010100000072A774B0FEAD61400F6B75ABE70040C0,3496,0104000020110F000001000000010100000061E35F95DB076E4188E1EA5A07B84CC1,,,Counter,Southbound,TRUE,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,8.0km South of Broken Hill,,,,,,,,,,2024-04-17 00:00:00+00,-32.00707,UNINCORPORATED - FAR WEST AREA,,,,200,TRUE,141.43734,,"0000022,0200,A3",,,,,,West,Transport for NSW,Truck Rest Area At Town Boundary,249,SILVER CITY HIGHWAY,22,,,,Right,,,,BROKEN HILL,,0,,,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000A48D23D6E2806240F6F56A2BF6A741C0,3497,0104000020110F000001000000010100000084105FE2136E6F41DD52CE4ECD0B50C1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,24km from Tumut and  77km to Wagga Wagga,,,,,,,,,,2024-04-17 00:00:00+00,-35.3122,SNOWY VALLEYS,,,,621,TRUE,148.02769,,"0000004,0621,A1",,TRUE,,,,South,Transport for NSW,RA at Darlow,422,SNOWY MOUNTAINS HIGHWAY,4,,,,Right,,,,SANDY GULLY,,0,,,Light Vehicle Only,None
0104000020E610000001000000010100000092CB7F48BF566240E90F3411368C3FC0,3498,0104000020110F00000100000001010000009307B52380266F4181CE42488A424CC1,,,Counter,Eastbound,TRUE,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,47.0km West of Nyngan,,,,,,,,,,2024-04-17 00:00:00+00,-31.5477,BOGAN,,,,30,TRUE,146.71085,,"0000008,0030,A1",,,,,,West,Transport for NSW,East of Whiterock Rd turn off,1123,BARRIER HIGHWAY,8,,,,Right,,,,HERMIDALE,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E610000001000000010100000046425BCEA50463401F95442FA3803EC0,3499,0104000020110F000001000000010100000030734BAAF1267041C904679458394BC1,,,Both,Both Directions,,,,,,A,Physical Seperation,Class 5 Heavy Vehicle Rest Area,,,74.1km West of Dorrigo,,,,,,,,,,2024-04-17 00:00:00+00,-30.50249,ARMIDALE REGIONAL,,,,210,TRUE,152.14524,,"0000076,0210,A1",,,,,,North,Transport for NSW,Dingo Fence,977,WATERFALL WAY,76,,,,Left,,Open,,WOLLOMOMBI,,0,,,Light Vehicle Only,None
0104000020E6100000010000000101000000BE13B35E0C056340B2BA28B3417E3EC0,3500,0104000020110F0000010000000101000000D7ABD0C548277041860347D4FF364BC1,,,Both,Westbound,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,72.4km West of Dorrigo,,,,,,,,,,2024-04-17 00:00:00+00,-30.49319,ARMIDALE REGIONAL,,,,210,TRUE,152.15776,,"0000076,0210,A1",,,,,,North,Transport for NSW,Dog Grid,1867,WATERFALL WAY,76,,,,Right,,,,WOLLOMOMBI,,0,,,Light Vehicle Only,None
0104000020E610000001000000010100000032384A5E9DED614001AF1EA2D1A53FC0,3501,0104000020110F0000010000000101000000A1559125EC736E4174722203135C4CC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,89.2km West of Emmdale,,,,,,,,,,2024-04-17 00:00:00+00,-31.64773,CENTRAL DARLING,,,,235,TRUE,143.42546,,"0000008,0235,A2",,,,,,West,Transport for NSW,Talyawalka Flood Plain,1297,BARRIER HIGHWAY,8,,,,Right,,,,WILCANNIA,,0,,,HEAVY VEHICLES ONLY,None
0104000020E61000000100000001010000001BBB44F5D6DC62409F76C18BBEDA3FC0,3502,0104000020110F0000010000000101000000E564269322057041C46F9556EF904CC1,,,Both,Both Directions,TRUE,,TRUE,,,A,Physical Seperation,Other Rest Area,,,47km from Muswellbrook,,,,,,,,,,2024-04-17 00:00:00+00,-31.85447,UPPER HUNTER,,,,731,TRUE,150.90124,,"0000009,0731,A4",TRUE,TRUE,,,,North,State Forests,Burning Mountain,1596,NEW ENGLAND HIGHWAY,9,,TRUE,TRUE,Right,,Open,,MURULLA,,2,TRUE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Water Truck
0104000020E610000001000000010100000024D1CB2896916240442A32ACE22540C0,3503,0104000020110F0000010000000101000000FD0A4DF3718A6F419309F0CE38024DC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,7.80km South of Dubbo (SH7),,,,,,,,,,2024-04-17 00:00:00+00,-32.29598,DUBBO REGIONAL,,,,2800,TRUE,148.54958,,"0000017,2800,A1",,,,,,West,Transport for NSW,Truck Parking south of Dubbo,1739,NEWELL HIGHWAY,17,,,,Right,,,,DUBBO,,0,,,HEAVY VEHICLES ONLY,None
0104000020E61000000100000001010000005036E50AEF6D624091E14D6210D441C0,3504,0104000020110F0000010000000101000000CA74C29FE24D6F413E21523ACD3950C1,,,Counter,Northbound,,,,,,C,,Class 5 Heavy Vehicle Rest Area,,,100km from Gundagai and  79km to Albury,,,,,,,,,,2024-04-17 00:00:00+00,-35.65675,GREATER HUME SHIRE,,,,2085,TRUE,147.43543,,"0000002,2085,C1",,,,,,South,Transport for NSW,Garryowen,30,HUME HIGHWAY,2,,TRUE,,Right,,,,LITTLE BILLABONG,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000452A8C2D04F26140285EF701485541C0,3505,0104000020110F00000100000001010000003B3A7025667B6E4168A410992D6C4FC1,,,Both,Both Directions,TRUE,,,,,A,Physical Seperation,Light Vehicle Only Rest Area,,,128km from Hay and  3km to Balranald,TRUE,,,,,,,,,2024-04-17 00:00:00+00,-34.66626,BALRANALD,,,,441,TRUE,143.56301,,"0000014,0441,A1",,TRUE,,,,West,Transport for NSW,Information Bay Junction MR694,258,STURT HIGHWAY,14,,TRUE,TRUE,Left,,Open,,BALRANALD,,0,TRUE,TRUE,Light Vehicle Only,None
0104000020E610000001000000010100000075CDE49B6DA06240B3AF97512C6B41C0,3506,0104000020110F000001000000010100000046CFA7B2A7A36F4161CF16B76F994FC1,,,Both,Both Directions,,,,,,B,Physical Seperation,Light Vehicle Only Rest Area,,,71km from Goulburn and 12km to Yass,,,,,,,,,,2024-04-17 00:00:00+00,-34.83729,YASS VALLEY,,,,1402,TRUE,149.01338,,"0000002,1402,B1",,TRUE,,,,South,Transport for NSW,Yass Valley Way,93,HUME HIGHWAY,2,,TRUE,,Left,,,,MANTON,,0,,TRUE,Light Vehicle Only,Water Truck
0104000020E61000000100000001010000005F29CB10C7EB62406B021A170EAC40C0,3507,0104000020110F0000010000000101000000A253F963D2117041068BEDDB6A114EC1,,,Both,Both Directions,TRUE,,,,,B,Physical Seperation,Light Vehicle Only Rest Area,,,79km from Sydney,TRUE,,,,,,,,,2024-04-17 00:00:00+00,-33.34418,CENTRAL COAST,,,TRUE,1201,TRUE,151.36805,,"0006003,1201,B1",TRUE,TRUE,TRUE,,,North,Transport for NSW,Ourimbah Rest Area,1672,SYDNEY-NEWCASTLE FREEWAY,6003,,TRUE,TRUE,Left,,Open,,OURIMBAH,,7,TRUE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Town Supply
0104000020E610000001000000010100000053793BC269E66240B87ED2FBC6C340C0,3508,0104000020110F0000010000000101000000D108620A440D704124FB6029B4414EC1,,,Counter,Southbound,TRUE,,,,,C,Physical Seperation,Class 4 Heavy Vehicle Rest Area,,,45km from Sydney,,TRUE,,,TRUE,,,,,2024-04-17 00:00:00+00,-33.52951,CENTRAL COAST,,,TRUE,1112,TRUE,151.20041,,"0006003,1112,C1",TRUE,TRUE,,,,North,Transport for NSW,Hawkesbury Rest Area SB,1729,SYDNEY-NEWCASTLE FREEWAY,6003,,TRUE,TRUE,Right,,Open,,MOONEY MOONEY,,6,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Town Supply
0104000020E6100000010000000101000000FB22A12DE78262405FE0B2B5BEEC40C0,3509,0104000020110F0000010000000101000000EEDC54F180716F417564986556954EC1,,,Both,Both Directions,TRUE,,TRUE,,,A,,Other Rest Area,,,33.9km East of Carragable,,,,,,,,,,2024-04-17 00:00:00+00,-33.84957,WEDDIN,,,,520,TRUE,148.09072,,"0000006,0520,A1",,TRUE,,,,West,Transport for NSW,,848,MID WESTERN HIGHWAY,6,,TRUE,,Right,,,,GRENFELL,,0,,TRUE,Light Vehicle Only,None
0104000020E6100000010000000101000000AE47E17A14F6624085EC95B20C513EC0,3513,0104000020110F00000100000001010000000B56EF58921A7041EF62AE8A7B0A4BC1,,,Prescribed,,,,,,,A,,Class 4 Heavy Vehicle Rest Area,,,30.4km North Armidale,,,,,,,,,,2024-04-17 00:00:00+00,-30.3166,ARMIDALE REGIONAL,,,,1250,,151.69,,"0000009,1250,A4",,,,,,North,Transport for NSW,Black Mountain Rest Area,1841,New England Highway,9,,,,Left,,,,BLACK MOUNTAIN,,0,,,Light Vehicle Only,None
0104000020E6100000010000000101000000158C4AEA04BB6240FB358DD13A9A42C0,3510,0104000020110F0000010000000101000000CD1EB097D2D06F414B844227FF0A51C1,,,Prescribed,Southbound,TRUE,,,,,A,,Class 4 Heavy Vehicle Rest Area,,,19.5km South of Eden,,,,,,,,,,2024-04-17 00:00:00+00,-37.20492,BEGA VALLEY,,,TRUE,2570,TRUE,149.84435,,"0000001,2570,A1",,TRUE,,,,South,Transport for NSW,Edrom Rd Rest Area S/B,3009,PRINCES HIGHWAY,1,,,,Left,,,,NARRABARBA,,2,,,BOTH LIGHT AND HEAVY VEHICLES,Rainwater Tank
0104000020E6100000010000000101000000473D44A33BB16240647F50C24C6741C0,3511,0104000020110F000001000000010100000022346F2033C06F41766FC50E6C914FC1,,,Counter,Eastbound,TRUE,,,,,C,,Class 5 Heavy Vehicle Rest Area,,,20km South of Goulburn,,TRUE,,,,,,,,2024-04-17 00:00:00+00,-34.80703,GOULBURN MULWAREE,,,,1305,TRUE,149.53853,,"0000002,1305,C1",,,,,,South,Transport for NSW,Truck Stop Wollogorang N/B,15,HUME HWY N/BOUND,2,,,,Right,,,,PARKESBOURNE,,0,,,HEAVY VEHICLES ONLY,None
0104000020E61000000100000001010000007D0569C6A2726240FD2FE010AA9441C0,3512,0104000020110F00000100000001010000005E2EE948DF556F41FCDF92F278EF4FC1,,,Both,Both Directions,TRUE,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,60km from Gundagai and  21km to Wagga Wagga,,,,,,,,,,2024-04-17 00:00:00+00,-35.16144,WAGGA WAGGA,,,,30,TRUE,147.58237,,"0000014,0030,A1",,TRUE,,,,South,Transport for NSW,Rest Area 2km West of Borambola Rd Nth,204,STURT HIGHWAY,14,,TRUE,,Left,,,,ALFREDTOWN,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Water Truck
0104000020E610000001000000010100000091442FA3585A6240B3EF53008C4341C0,4094,0104000020110F0000010000000101000000DBDD01279D2C6F41FFEE6E4E95474FC1,,,Both,,,,,,,A,Main Carriageway,Class 5 Heavy Vehicle Rest Area,,,46km from Narrandera and  90km to West Wyalong,,,,,,,,,,2024-04-17 00:00:00+00,-34.52771,NARRANDERA,,,,2340,TRUE,146.82332,,"0000017,2340,A1",,,,,,South,Transport for NSW,Landervale,1527,NEWELL HIGHWAY,17,,,,Left,,Open,,LANDERVALE,,0,,,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000AD6EF59CF4BF624006CF8F31779540C0,4095,0104000020110F00000100000001010000005C17511C35D96F41AE81084688E34DC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,33.8km from Mudgee turnoff,,,,,,,,,,2024-04-17 00:00:00+00,-33.1677,LITHGOW CITY,,,,1050,TRUE,149.99861,TRUE,"0000018,1050,A1",,,,,,West,Transport for NSW,Pearsons Lookout,562,CASTLEREAGH HIGHWAY,18,,,,Right,,,,CAPERTEE,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000C286A757CADE62408BD4A88768BC3DC0,4096,0104000020110F00000100000001010000001A80BAB3CA067041CBE12D19AC784AC1,,,Both,Both Directions,,,,,,A,Main Carriageway,Class 5 Heavy Vehicle Rest Area,,,15.9km West of Inverell,,,,,,,,,,2024-04-17 00:00:00+00,-29.73597,INVERELL,,,,450,TRUE,150.9622,,"0000012,0450,A1",,TRUE,,,,North,Transport for NSW,Stirling - East of Little Plain,1144,GWYDIR HIGHWAY,12,,TRUE,,Left,,Open,,LITTLE PLAIN,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E610000001000000010100000097C5C4E6E3D4614038C3D617094541C0,4097,0104000020110F00000100000001010000008F420BE9EC496E41EA059416A74A4FC1,,,Both,Both Directions,TRUE,,,,,A,Main Carriageway,Class 5 Heavy Vehicle Rest Area,,,10km from Euston and  69km to Mildura (VIC),,,,,,,,,,2024-04-17 00:00:00+00,-34.53934,BALRANALD,,,,570,TRUE,142.65282,,"0000014,0570,A1",,TRUE,,,,West,Transport for NSW,Tapalin Rest Area - Westbound,262,STURT HIGHWAY,14,,,,Left,,,,EUSTON,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E61000000100000001010000003CA06CCA15A4614054C7046EDD0540C0,4098,0104000020110F0000010000000101000000ABFEEF6706F76D41C86FEA5BF7C14CC1,,,Both,Both Directions,TRUE,,TRUE,,,A,,Class 4 Heavy Vehicle Rest Area,,,36.8km West of Broken Hill,,,,,,,,,,2024-04-17 00:00:00+00,-32.04582,UNINCORPORATED - FAR WEST AREA,,,TRUE,510,TRUE,141.12766,,"0000008,0510,A3",,TRUE,,,,West,Transport for NSW,Thackaringa Hills RA,1439,BARRIER HIGHWAY,8,,TRUE,,Left,,,,BROKEN HILL,,1,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Water Truck
0104000020E610000001000000010100000087A757CA32CB6240FEA07CB3CD1140C0,4099,0104000020110F00000100000001010000004A50FEFB4DEC6F41157A891DE7D94CC1,,,Both,Both Directions,TRUE,,TRUE,,,A,Physical Seperation,Class 4 Heavy Vehicle Rest Area,,,0.05km from Merriwa,,,,,,,,,,2024-04-17 00:00:00+00,-32.13909,UPPER HUNTER,,,TRUE,240,TRUE,150.34995,,"0000027,0240,A2",TRUE,TRUE,,,,North,Council,Merriwa Rest Area,1710,GOLDEN HIGHWAY (TELFER AVE),27,,TRUE,TRUE,Right,,Open,,MERRIWA,,2,TRUE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Town Supply
0104000020E61000000100000001010000004F1E166A4DB962409E61670A9DE73DC0,4100,0104000020110F00000100000001010000006FDC620EE8CD6F419F798E76F7A24AC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,48.8km North of Narrabri,,,,,,,,,,2024-04-17 00:00:00+00,-29.90474,NARRABRI,,,TRUE,3251,TRUE,149.7907,,"0000017,3251,A1",,TRUE,,,,West,Transport for NSW,Woolabrar Rest Area. Near Bellata,1178,NEWELL HIGHWAY,17,,TRUE,,Left,,Temporarily Closed,,BELLATA,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E61000000100000001010000006C21C84109F36240D69E8BF84EFC3EC0,4101,0104000020110F00000100000001010000009052938DFC17704197F266498EB34BC1,,,Both,Eastbound,,,,,,A,,Light Vehicle Only Rest Area,,,163.0km West of Wauchope,,,,,,,,,,2024-04-17 00:00:00+00,-30.98558,WALCHA,,,,435,TRUE,151.59488,,"0000011,0435,A1",,,,,,North,Council,Captain Cook Park,1960,OXLEY HIGHWAY,11,,,,Left,,,,WALCHA,,0,,,Light Vehicle Only,None
0104000020E610000001000000010100000046B6F3FDD45F6240EC77AD2F12923FC0,4102,0104000020110F00000100000001010000000A610497EE356F415717CD7861484CC1,,,Prescribed,Westbound,TRUE,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,109.3km East of Cobar,,,,,,,,,,2024-04-17 00:00:00+00,-31.57059,BOGAN,,,,10,TRUE,146.99475,,"0000008,0010,A3",,,,,,West,Transport for NSW,East approach-Miandetta,1125,BARRIER HIGHWAY,8,,,,Left,,,,MIANDETTA,,0,,,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000118DEE2076946240E95889247AD13FC0,4103,0104000020110F000001000000010100000034887A11548F6F412C0894A7AB874CC1,,,Both,Both Directions,TRUE,,,,,A,,Class 4 Heavy Vehicle Rest Area,,,8.7km South of Gilgrandra,,,,,,,,,,2024-04-17 00:00:00+00,-31.81827,GILGANDRA,,,,2940,TRUE,148.63942,,"0000017,2940,A2",,TRUE,,,,West,Transport for NSW,Marthaguy Rest Area,899,NEWELL HIGHWAY,17,,TRUE,,Right,,,,GILGANDRA,,2,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000378E588B4F0E6340861180F10C0640C0,4104,0104000020110F0000010000000101000000F810A49C262F70416B6B2E9356C24CC1,,,Both,Southbound,TRUE,,,,,C,Physical Seperation,Class 4 Heavy Vehicle Rest Area,,,151.8km from Newcastle,,,,,,,,,,2024-04-17 00:00:00+00,-32.04727,MID-COAST,,,TRUE,1972,TRUE,152.44721,,"0000010,1972,C1",TRUE,TRUE,TRUE,,,North,Transport for NSW,Talawahl Creek Rest Area,491,PACIFIC HIGHWAY,10,,TRUE,TRUE,Right,,Open,,POSSUM BRUSH,,4,TRUE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Water Truck
0104000020E6100000010000000101000000EC34D252790363402FE989592F663FC0,4105,0104000020110F00000100000001010000000BAA1C77F22570414FB80272AC1C4CC1,,,Both,Northbound,TRUE,,,,,A,Physical Seperation,Class 5 Heavy Vehicle Rest Area,,,82.4km West of Wauchope,,,,,,,,,,2024-04-17 00:00:00+00,-31.39916,PORT MACQUARIE-HASTINGS,,,,360,TRUE,152.10856,,"0000011,0360,A1",,TRUE,,,,North,Transport for NSW,Gingers Creek,637,OXLEY HIGHWAY,11,,,,Right,,Open,,MOUNT SEAVIEW,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E61000000100000001010000006475ABE7A4CF62400DF7449E24953DC0,4106,0104000020110F0000010000000101000000E398BB2FDBF36F4110496ADD4B524AC1,,,Both,Southbound,,,,,,A,Physical Seperation,Class 5 Heavy Vehicle Rest Area,,,10.1km West of Warialda,,,,,,,,,,2024-04-17 00:00:00+00,-29.58259,GWYDIR,,,,560,TRUE,150.48888,TRUE,"0000012,0560,A1",,TRUE,,,,North,Transport for NSW,Nancy Coulton Lookout,1148,GWYDIR HIGHWAY,12,,,,Left,,Open,,WARIALDA,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000D4D4B2B5BECE6240F420C5724B1B40C0,4107,0104000020110F000001000000010100000072263F2D54F26F41CC05552DF3EC4CC1,,,Both,Both Directions,TRUE,,,,,A,Physical Seperation,Light Vehicle Only Rest Area,,,15.3km from Merriwa,,,,,,,,,,2024-04-17 00:00:00+00,-32.21324,UPPER HUNTER,,,TRUE,200,TRUE,150.46078,,"0000027,0200,A1",TRUE,TRUE,,,,North,Transport for NSW,Battery Rocks Rest Area,1706,GOLDEN HIGHWAY,27,,TRUE,TRUE,Left,,Open,,GUNGAL,,3,,TRUE,Light Vehicle Only,Water Truck
0104000020E6100000010000000101000000850838842AFB6140BBFDB56796B43FC0,4108,0104000020110F0000010000000101000000FAFD0FD8F08A6E412D7E4E1ED06A4CC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,42.1km West of Emmdale,,,,,,,,,,2024-04-17 00:00:00+00,-31.70542,CENTRAL DARLING,,,,215,TRUE,143.84894,,"0000008,0215,A2",,,,,,West,Transport for NSW,Truck parking at Wilcannia,1285,BARRIER HIGHWAY,8,,,,Left,,,,WILCANNIA,,0,,,HEAVY VEHICLES ONLY,None
0104000020E610000001000000010100000027C286A7570963400F9F38B9DF793EC0,4109,0104000020110F000001000000010100000050F23665EE2A70410E95E714AE324BC1,,,Counter,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,57.2km West of Dorrigo,,,,,,,,,,2024-04-17 00:00:00+00,-30.47607,ARMIDALE REGIONAL,,,,180,TRUE,152.29195,,"0000076,0180,A2",,,,,,North,Transport for NSW,Point Lookout Road,981,WATERFALL WAY,76,,,,Right,,,,EBOR,,0,,,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000A583F57F0E7262403BE3B2B5BEC041C0,3514,0104000020110F00000100000001010000007C6BA96CE3546F4199862293A02550C1,,,Counter,Northbound,,,,,,C,,Class 4 Heavy Vehicle Rest Area,,,79km from Gundagai and 101km to Albury,,,,,,,,,,2024-04-17 00:00:00+00,-35.50582,WAGGA WAGGA,,,,2075,TRUE,147.56427,,"0000002,2075,C1",,TRUE,,,,South,Transport for NSW,Kyeamba Gap,36,HUME HIGHWAY,2,,TRUE,TRUE,Right,,,,KYEAMBA,,2,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Rainwater Tank
0104000020E6100000010000000101000000211FF46C5619624057E1B7CCE95E41C0,3515,0104000020110F0000010000000101000000FE294EAE30BE6E41AF9B335114804FC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,96km from Deniliquin and  27km to Hay,,,,,,,,,,2024-04-17 00:00:00+00,-34.74151,HAY,,,,180,TRUE,144.7918,,"0000021,0180,A1",,,,,,South,Transport for NSW,16 Mile Gums,907,COBB HIGHWAY,21,,,,Left,,,,BOOROORBAN,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000D0D03FC1C58F624098607AC212973DC0,3516,0104000020110F0000010000000101000000A6CED61C5D876F415889DD762E544AC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,8.4km West of Collarenebri,,,,,,,,,,2024-04-17 00:00:00+00,-29.59013,WALGETT,,,,840,TRUE,148.49289,,"0000012,0840,A1",,,,,,West,Transport for NSW,Truck Parking at Collarenebri,1357,WALGETT-COLLARENEBRI RD,12,,,,Right,,,,COLLARENEBRI,,0,,,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000041C42959AE362404562B1BFECEE3EC0,3517,0104000020110F000001000000010100000049CA923EE10A7041B85CD3F34CA64BC1,,,Prescribed,Northbound,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,31.2km North of Tamworth,,,,,,,,,,2024-04-17 00:00:00+00,-30.9333,TAMWORTH REGIONAL,,,,1045,TRUE,151.11262,,"0000009,1045,A2",,,,,,North,Transport for NSW,Wildcroft Northbound,1139,NEW ENGLAND HIGHWAY,9,,,,Left,,,,MOONBI,,0,,,HEAVY VEHICLES ONLY,None
0104000020E610000001000000010100000067614F3BFC866240755B2844C07141C0,3520,0104000020110F0000010000000101000000D3A7351270786F41FB6E70BC0DA74FC1,,,Prescribed,Westbound,TRUE,,,,,B,Physical Seperation,Class 5 Heavy Vehicle Rest Area,,,76km from Yass and  26km to Gundagai,,,,,,,,,,2024-04-17 00:00:00+00,-34.88868,COOTAMUNDRA-GUNDAGAI REGIONAL,,,,1745,TRUE,148.21829,,"0000002,1745,B4",,,,,,South,Transport for NSW,Mungi Mungi Hill,78,HUME HIGHWAY-NTH COOLAC INTERCHANGE,2,,,,Left,,,,COOLAC,,0,,,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000F20C1AFA27FB62407D9694826E773DC0,3518,0104000020110F0000010000000101000000FF45B502E21E70411E814CF54B354AC1,,,Counter,Northbound,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,38km North of Glen Innes,,,,,,,,,,2024-04-17 00:00:00+00,-29.46653,GLEN INNES SEVERN,,,,1420,TRUE,151.84863,,"0000009,1420,A2",,,,,,North,Transport for NSW,Railway Overbridge,1086,NEW ENGLAND HIGHWAY,9,,,,Right,,,,DEEPWATER,,0,,,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000C425C79DD2AF6240D704C87BD56641C0,3519,0104000020110F000001000000010100000060563CE5CDBD6F416DAC1B5075904FC1,,,Counter,Eastbound,TRUE,,,,,C,,Class 5 Heavy Vehicle Rest Area,,,23km South of Goulburn,,,,,,,,,,2024-04-17 00:00:00+00,-34.80339,UPPER LACHLAN SHIRE,,,,1315,TRUE,149.49446,,"0000002,1315,C1",,TRUE,,,,South,Transport for NSW,Rest Area Wollogorang N/B,14,HUME HWY S/BOUND,2,,,,Right,,,,BREADALBANE,,0,,,BOTH LIGHT AND HEAVY VEHICLES,Water Truck
0104000020E61000000100000001010000004A24D1CB2870624079D4EA56CFB93FC0,3521,0104000020110F0000010000000101000000F9156B68AA516F41570851E706704CC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,24km NW of SH11 Nevertire,,,,,,,,,,2024-04-17 00:00:00+00,-31.72582,WARREN,,,,950,TRUE,147.50498,,"0000007,0950,A1",,,,,,West,Transport for NSW,West of Nevertire,1055,MITCHELL HIGHWAY,7,,,,Left,,,,MULLENGUDGERY,,0,,,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000B7EEE6A90E206340DC13F5108D163DC0,3522,0104000020110F00000100000001010000004EF3A615393E7041D22AF359F7D649C1,,,Both,Both Directions,,,TRUE,,,A,Physical Seperation,Light Vehicle Only Rest Area,,,75.8km North of Grafton,,,,,,,,,,2024-04-17 00:00:00+00,-29.08809,RICHMOND VALLEY,,,,190,TRUE,153.00179,,"0000083,0190,A4",,TRUE,,,,North,Transport for NSW,Braemar Park Rest Area,579,SUMMERLAND WAY,83,,TRUE,,Right,,Open,,ELLANGOWAN,,1,,TRUE,Light Vehicle Only,Rainwater Tank
0104000020E6100000010000000101000000EFC9C342AD656240A0564BE5ED8C41C0,3523,0104000020110F0000010000000101000000EF482D27DC3F6F411A4F3A3E68DF4FC1,,,Both,Both Directions,TRUE,,,,,A,Main Carriageway,Class 5 Heavy Vehicle Rest Area,,,19km from Wagga Wagga and  78km to Narrandera,,,,,,,,,,2024-04-17 00:00:00+00,-35.10101,WAGGA WAGGA,,,,131,TRUE,147.1774,,"0000014,0131,A2",,TRUE,,,,South,Transport for NSW,Collingullie Truck Parking East Bound,208,STURT HIGHWAY,14,,TRUE,TRUE,Right,,Open,,YARRAGUNDRY,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Water Truck
0104000020E61000000100000001010000008EE9094B3CA162403EC1BDA4310E40C0,3524,0104000020110F000001000000010100000082418FC506A56F415AC78BBDA9D24CC1,,,Both,Both Directions,,,,,,A,,Other Rest Area,,,49.58km East of Dubbo (Bourke St),,TRUE,,,,,,,,2024-04-17 00:00:00+00,-32.11089,DUBBO REGIONAL,,,,400,TRUE,149.03861,,"0000027,0400,A1",,TRUE,,,,West,Council,Elong Elong Village,1775,DUNEDOO-DUBBO RD,27,,TRUE,,Left,,,,ELONG ELONG,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Town Supply
