the_geom,cartodb_id,the_geom_webmercator,objectid,_ds_write_method,access_direction,access_direction_cardinal,accessible,baby_change_facilities,bbq,boat_ramp,caravan_disposal,carriageway_code,carriageway_configuration,category,construction_date,description,distance_from,driver_reviver,emergency_phones,entry_taper,exit_taper,food_available,fuel_available,guid,heavy_vehicle_parking_capacity,heavy_vehicles_parking_type,last_updated,latitude,lga,light_vehicle_parking_capacity,light_vehicles_parking_type,lighting,link_no,litter_bins,longitude,lookout,ne_unique,pets_allowed,picnic_table,playground,power_outlets,power_supply,region,responsible_authority,rest_area_name,rest_area_number,road_name,road_number,separated_parking_areas_light_heavy,shade,shelter,side_of_road,sign_non_potable,site_status,sports_ground,suburb,invalid_the_geom,toilets,tourist_information,tree_shading,vehicle_type,water_supply_type
0104000020E61000000100000001010000007632384A5E6E6240D6BF8009DC7A41C0,3846,0104000020110F00000100000001010000006AECC1969F4E6F4105210E73ECB94FC1,,,Both,Both Directions,TRUE,,,,,A,Physical Seperation,Class 3 Heavy Vehicle Rest Area,,,23km from Wagga Wagga and  20km to Junee,,,,,,,,,,2024-04-17 00:00:00+00,-34.95984,JUNEE,,,TRUE,260,TRUE,147.44901,,"0000078,0260,A1",,TRUE,,,,South,Transport for NSW,Wallacetown,300,OLYMPIC HIGHWAY,78,,TRUE,TRUE,Left,,Open,,YATHELLA,,2,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Town Supply
0104000020E610000001000000010100000001DE02098A1D6240F87E29AE2AE340C0,3847,0104000020110F0000010000000101000000DF2047B653C56E41E4A8C288C1814EC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,89km from Hay and 120km to Ivanhoe,,,,,,,,,,2024-04-17 00:00:00+00,-33.77474,HAY,,,,295,TRUE,144.9231,,"0000021,0295,A2",,TRUE,,,,South,Transport for NSW,Bairds Truck Stop,1551,COBB HIGHWAY,21,,,,Right,,,,BOOLIGAL,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000158C4AEA04EC614056B083F57F8E3FC0,3848,0104000020110F0000010000000101000000CF00185936716E41E35A8734D2444CC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,Wilcannia,,,,,,,,,,2024-04-17 00:00:00+00,-31.55664,CENTRAL DARLING,,,TRUE,280,TRUE,143.3756,,"0000008,0280,A3",,TRUE,,,,West,Transport for NSW,Wilcannia Urban Are,1299,MYERS ST,8,,,,Left,,,,WILCANNIA,,0,,,BOTH LIGHT AND HEAVY VEHICLES,Town Supply
0104000020E610000001000000010100000082AD122C0E0A6340DBA2AC510F2D40C0,3849,0104000020110F00000100000001010000009DFF6268892B7041A73638A1A4104DC1,,,Counter,Westbound,TRUE,TRUE,,,,C,Physical Seperation,Class 4 Heavy Vehicle Rest Area,,,110km from Newcastle,,TRUE,,,,,,,,2024-04-17 00:00:00+00,-32.35203,MID-COAST,,,TRUE,1915,TRUE,152.31423,,"0000010,1915,C1",TRUE,TRUE,,,,North,Transport for NSW,Chapmans Rest Area,487,PACIFIC HIGHWAY,10,,TRUE,TRUE,Right,,Open,,TOPI TOPI,,4,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Water Truck
0104000020E6100000010000000101000000787FBC57AD776240F68DA8FB00EC40C0,3850,0104000020110F00000100000001010000002B27A2716F5E6F41FF263B5ED2934EC1,,,Both,Both Directions,,,TRUE,,,A,,Class 4 Heavy Vehicle Rest Area,,,Caragabel,,,,,,,,,,2024-04-17 00:00:00+00,-33.84378,WEDDIN,,,,580,TRUE,147.73991,,"0000006,0580,A1",,TRUE,,,,West,Other,Caragabel,844,MID WESTERN HIGHWAY,6,,TRUE,,Right,,,,CARAGABAL,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000B56CAD2F12716240721290DAC4C941C0,3851,0104000020110F000001000000010100000098F22BD836536F41558916CB0B2F50C1,,,Prescribed,Southbound,,,,,,B,,Class 5 Heavy Vehicle Rest Area,,,87km from Gundagai and  92km to Albury,,,,,,,,,,2024-04-17 00:00:00+00,-35.57632,GREATER HUME SHIRE,,,,2075,TRUE,147.53347,,"0000002,2075,B1",,,,,,South,Transport for NSW,North Billabong,35,HUME HIGHWAY,2,,,,Left,,,,LITTLE BILLABONG,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000419AB1683A4562407061573ECB8741C0,3852,0104000020110F0000010000000101000000665C1821BE086F4103A18277BFD44FC1,,,Both,Both Directions,TRUE,,,,,A,Physical Seperation,Class 4 Heavy Vehicle Rest Area,,,58km from Jerilderie and  51km to Narrandera,,,,,,,,,,2024-04-17 00:00:00+00,-35.06089,FEDERATION,,,TRUE,2170,TRUE,146.16338,,"0000017,2170,A1",,TRUE,,,,South,Transport for NSW,Sandside,1451,NEWELL HIGHWAY,17,,TRUE,TRUE,Right,,Open,,MORUNDAH,,2,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Water Truck
0104000020E610000001000000010100000019390B7BDA8C6240E4A09EB0C43340C0,3853,0104000020110F000001000000010100000070EDCACA67826F41C50F5EC4221E4DC1,,,Prescribed,,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,,,,,,,,,,,2024-04-17 00:00:00+00,-32.40444,NARROMINE,,,,2790,TRUE,148.40167,,"0000017,2790,A1",,,,,,West,Transport for NSW,Truck parking south of Dubbo,584,NEWELL HIGHWAY,17,,,,Left,,,,TOMINGLEY,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000320395F1EF7C62403164B263235C41C0,3854,0104000020110F00000100000001010000006952F7C75E676F41E4506505587A4FC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,37km from Junee and  15km to Cootamundra,,,,,,,,,,2024-04-17 00:00:00+00,-34.71983,COOTAMUNDRA-GUNDAGAI REGIONAL,,,,380,TRUE,147.90429,,"0000078,0380,A4",,TRUE,,,,South,Council,Migurra Reserve,3043,OLYMPIC HIGHWAY,78,,TRUE,,Left,,,,COOTAMUNDRA,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E61000000100000001010000001C9947FE603E62403B5DFE43FA0D3EC0,3855,0104000020110F0000010000000101000000E3B6BBC61BFD6E414B56660C95C84AC1,,,Both,Both Directions,TRUE,,,,,A,,Class 4 Heavy Vehicle Rest Area,,,6.4km North of Bourke,,,,,,,,,,2024-04-17 00:00:00+00,-30.0546,BOURKE,,,,1230,TRUE,145.94934,,"0000007,1230,A1",,TRUE,,,,West,Council,North Bourke/1 Darling St,1742,MITCHELL HIGHWAY,7,,,,Left,,,,NORTH BOURKE,,0,,,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000166A4DF38E296340BD1481785D273DC0,3856,0104000020110F0000010000000101000000698492D34A467041D253940D50E749C1,,,Both,Both Directions,,,TRUE,,,B,,Light Vehicle Only Rest Area,,,82km North of Grafton,,,,,,,,,,2024-04-17 00:00:00+00,-29.15377,RICHMOND VALLEY,,,,2965,TRUE,153.2987,,"0000010,2965,B1",,TRUE,,,,North,Other,New Italy Rest Area,546,Pacific Highway,10,,TRUE,,Left,,,,NEW ITALY,,1,,TRUE,Light Vehicle Only,None
0104000020E61000000100000001010000004AD235936F99624070CCA8A44E903FC0,3857,0104000020110F000001000000010100000023552725C7976F41B5D4BF5F9F464CC1,,,Both,Both Directions,TRUE,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,21.9km North of Gilgrandra,,,,,,,,,,2024-04-17 00:00:00+00,-31.5637,GILGANDRA,,,,2990,TRUE,148.79487,,"0000017,2990,A1",,TRUE,,,,West,Transport for NSW,Biddon Rest Area N/B,891,NEWELL HIGHWAY,17,,TRUE,,Left,,,,BIDDON,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E61000000100000001010000005F5E807D749D6240C7A6F9D51C783FC0,3858,0104000020110F00000100000001010000004D7773DC9A9E6F41A0F4CDBD842E4CC1,,,Both,Both Directions,TRUE,,,,,A,,Class 4 Heavy Vehicle Rest Area,,,39.4km North of Gilgrandra,TRUE,,,,,,,,,2024-04-17 00:00:00+00,-31.46919,GILGANDRA,,,TRUE,3020,TRUE,148.92047,,"0000017,3020,A2",,TRUE,,,,West,Transport for NSW,Tooraweenah Rest Area,885,NEWELL HIGHWAY,17,,TRUE,,Left,,,,TOORAWEENAH,,1,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Rainwater Tank
0104000020E610000001000000010100000089B5F814002662400033D53E1D8F3FC0,3859,0104000020110F00000100000001010000008208D9F5B2D36E4129ECF8F86E454CC1,,,Both,Both Directions,TRUE,,TRUE,,,A,,Class 4 Heavy Vehicle Rest Area,,,60.7km West of Cobar,,,,,,,,,,2024-04-17 00:00:00+00,-31.55904,COBAR,,,,120,TRUE,145.18751,,"0000008,0120,A3",,TRUE,,,,West,Transport for NSW,Meadow Glen Rest Area,1426,BARRIER HIGHWAY,8,,TRUE,,Right,,,,CUBBA,,1,,TRUE,HEAVY VEHICLES ONLY,Water Truck
0104000020E610000001000000010100000019ADA3AA09DC6140E03270EB6E4241C0,3860,0104000020110F000001000000010100000090B054F310566E41F2DADD8F49454FC1,,,Both,Both Directions,,TRUE,TRUE,TRUE,,A,Physical Seperation,Light Vehicle Only Rest Area,,,65km from Balranald and 15km to Euston,,,,,,,,,,2024-04-17 00:00:00+00,-34.51901,BALRANALD,,,,530,TRUE,142.87618,,"0000014,0530,A2",,TRUE,,,,West,Council,Benanee Lake,3110,STURT HIGHWAY,14,,TRUE,,Left,,Open,,EUSTON,,4,,TRUE,Light Vehicle Only,Town Supply
0104000020E6100000010000000101000000B515FBCBEEC761402C1E4E0B5E1C41C0,3861,0104000020110F0000010000000101000000C3D36B79EA336E415F8ECC91F3F64EC1,,,Both,Both Directions,TRUE,,,,,A,Physical Seperation,Class 4 Heavy Vehicle Rest Area,,,66km from Euston and 13km to Mildura (VIC),,,,,,,,,,2024-04-17 00:00:00+00,-34.22162,WENTWORTH,,,TRUE,590,TRUE,142.2479,,"0000014,0590,A1",,TRUE,,,,West,Transport for NSW,Trentham Rest Area,267,STURT HIGHWAY,14,,,TRUE,Left,,Open,,TRENTHAM CLIFFS,,1,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000F168E388B57462408D867AA52CAB41C0,3862,0104000020110F00000100000001010000000A7E62D564596F4127888677250F50C1,,,Prescribed,Southbound,,,,,,B,Physical Seperation,Class 5 Heavy Vehicle Rest Area,,,56km from Gundagai and 124km to Albury,,,,,,,,,,2024-04-17 00:00:00+00,-35.3373,WAGGA WAGGA,,,,2055,TRUE,147.64716,,"0000002,2055,B1",,,,,,South,Transport for NSW,Tarcutta Rest Area,42,HUME HIGHWAY,2,,,,Left,,,,TARCUTTA,,0,,,HEAVY VEHICLES ONLY,None
0104000020E61000000100000001010000004DD6A887682163406FEB6C567DDE3CC0,3863,0104000020110F000001000000010100000062CF31D45E3F7041344F4AF689A049C1,,,Both,Both Directions,,,TRUE,,,A,,Light Vehicle Only Rest Area,,,1km South Casino,,,,,,,,,,2024-04-17 00:00:00+00,-28.8691,RICHMOND VALLEY,,,,270,TRUE,153.04401,,"0000016,0270,A1",,TRUE,TRUE,,,North,Council,Lions Coronation Park - Casino,1801,CENTRE STREET,16,,TRUE,,Right,,,,CASINO,,2,,TRUE,Light Vehicle Only,Town Supply
0104000020E61000000100000001010000000F45813E910462407EEEC798BBB63FC0,3864,0104000020110F0000010000000101000000CBCEC3E9E89A6E410A0B4464F46C4CC1,,,Both,Both Directions,TRUE,,TRUE,,,A,,Class 4 Heavy Vehicle Rest Area,,,172.9km West of Cobar,,,,,,,,,,2024-04-17 00:00:00+00,-31.7138,CENTRAL DARLING,,,TRUE,201,TRUE,144.14273,,"0000008,0201,A2",,TRUE,,,,West,Transport for NSW,Baden Park Rest Area,1430,BARRIER HIGHWAY,8,,TRUE,,Right,,,,WILCANNIA,,1,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Water Truck
0104000020E6100000010000000101000000FFE7305F5E1D62402C7AC5FEB23F41C0,3865,0104000020110F00000100000001010000007B20A08B09C56E41205EF4CEA63F4FC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,247km from West Wyalong and  8km to Hay,,,,,,,,,,2024-04-17 00:00:00+00,-34.49765,HAY,,,,840,TRUE,144.91777,,"0000006,0840,A1",,,,,,South,Transport for NSW,Birriwa,1257,MID WESTERN HIGHWAY,6,,,,Left,,,,HAY,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000D8F50B76C38162402508D105F58D41C0,3866,0104000020110F0000010000000101000000E39B8B6E916F6F41E3A252918AE14FC1,,,Counter,Eastbound,,,,,,C,Main Carriageway,Class 5 Heavy Vehicle Rest Area,,,6km from Gundagai and 173km to Albury,,,,,,,,,,2024-04-17 00:00:00+00,-35.10904,COOTAMUNDRA-GUNDAGAI REGIONAL,,,,1945,TRUE,148.05511,,"0000002,1945,C2",,,,,,South,Transport for NSW,Big Ben Creek,54,HUME HIGHWAY,2,,,,Right,,Open,,SOUTH GUNDAGAI,,0,,,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000BBD573D2FBB862409FB108FEB7523EC0,3867,0104000020110F00000100000001010000009758A3765DCD6F41818625F21F0C4BC1,,,Both,Both Directions,,,TRUE,,,A,,Light Vehicle Only Rest Area,,,Narrabri tourist Information Centre,,TRUE,,,,,,,,2024-04-17 00:00:00+00,-30.32312,NARRABRI,,,TRUE,3191,TRUE,149.78074,,"0000017,3191,A1",,TRUE,TRUE,,,West,Council,Narrabri Tourist Information Centre,1181,TIBBEREENA ST,17,,TRUE,,Left,,,,NARRABRI,,0,,TRUE,Light Vehicle Only,Town Supply
0104000020E6100000010000000101000000DFE00B93A9D16240987721C841D940C0,3868,0104000020110F000001000000010100000004912ECD48F76F418FEA18C6836D4EC1,,,Counter,Eastbound,,,,,,C,,Rest Area,,,69.1km from Lithgow,,,,,,,,,,2024-04-17 00:00:00+00,-33.69732,BLUE MOUNTAINS,,,,1281,TRUE,150.55195,,"0000005,1281,C1",,,,,,West,Council,Buttenshaw Park Faulconbridge,940,GREAT WESTERN HWY,5,,,,Right,,,,SPRINGWOOD,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E610000001000000010100000082E2C798BB0A634002D1CF9B8A7C3DC0,3869,0104000020110F0000010000000101000000704E86B21C2C7041813EA11D483A4AC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,85.4km West of Grafton,,,,,,,,,,2024-04-17 00:00:00+00,-29.48649,GLEN INNES SEVERN,,,,210,TRUE,152.3354,,"0000012,0210,A1",,,,,,North,Transport for NSW,The Summit,594,GWYDIR HIGHWAY,12,,,,Left,,,,GIBRALTAR RANGE,,0,,,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000EF384547727062401C005587DC3441C0,3870,0104000020110F000001000000010100000000A0903927526F410DE0946F53294FC1,,,Both,Both Directions,,,,,,A,,Light Vehicle Only Rest Area,,,4km from Temora and  64km to West Wyalong,,,,,,,,,,2024-04-17 00:00:00+00,-34.41298,TEMORA,,,,100,TRUE,147.51395,,"0000057,0100,A1",,TRUE,,,,South,Transport for NSW,,1581,GOLDFIELDS WAY,57,,TRUE,,Right,,,,TEMORA,,0,,TRUE,Light Vehicle Only,None
0104000020E61000000100000001010000008104C58F319D624000FE065F981840C0,3871,0104000020110F00000100000001010000007B57152D299E6F4187A715E887E74CC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,33.08km East of Dubbo (Bourke St),,,,,,,,,,2024-04-17 00:00:00+00,-32.19215,DUBBO REGIONAL,,,,425,TRUE,148.9123,,"0000027,0425,A1",,TRUE,,,,West,Transport for NSW,East of Dubbo,1776,DUNEDOO-DUBBO RD,27,,TRUE,,Left,,,,BALLIMORE,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E61000000100000001010000003659A31EA25A62400B78B75D683E41C0,3872,0104000020110F0000010000000101000000E06727F8192D6F418B9D5969FD3C4FC1,,,Both,,,,,,,A,Main Carriageway,Class 5 Heavy Vehicle Rest Area,,,50km from Narrandera and  86km to West Wyalong,,,,,,,,,,2024-04-17 00:00:00+00,-34.48756,NARRANDERA,,,,2350,TRUE,146.83229,,"0000017,2350,A1",,,,,,South,Transport for NSW,Murrell Creek Road,1526,NEWELL HIGHWAY,17,,,,Left,,Open,,ARDLETHAN,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E61000000100000001010000007D3F355EBAAC62406FE25B035B6941C0,3873,0104000020110F0000010000000101000000EEC5942E8CB86F41324AF5D8AC954FC1,,,Prescribed,Westbound,,,,,,B,Main Carriageway,Class 5 Heavy Vehicle Rest Area,,,33km South of Goulburn,,TRUE,,,,,,,,2024-04-17 00:00:00+00,-34.82309,UPPER LACHLAN SHIRE,,,,1325,TRUE,149.39775,,"0000002,1325,B2",,,,,,South,Transport for NSW,Truck Area Lerida Nth S/B,9,HUME HIGHWAY,2,,,,Left,,Open,,BREADALBANE,,0,,,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000E10B93A982DA6240A1779A779CC23FC0,3874,0104000020110F00000100000001010000000AAA04242803704107AC0313D1784CC1,,,Both,Both Directions,TRUE,,TRUE,,,A,Main Carriageway,Light Vehicle Only Rest Area,,,65km from Muswellbrook,,,,,,,,,,2024-04-17 00:00:00+00,-31.7602,UPPER HUNTER,,,TRUE,770,TRUE,150.82845,,"0000009,0770,A1",TRUE,TRUE,,,,North,Council,Professional Row Park,1714,NEW ENGLAND HIGHWAY,9,,TRUE,TRUE,Left,,Open,,MURRURUNDI,,2,,TRUE,Light Vehicle Only,Town Supply
0104000020E610000001000000010100000081ECF5EE8FDB6240E5DD915CFE2F41C0,3875,0104000020110F00000100000001010000007C312AD50C047041A3C0643A4E1F4FC1,,,Prescribed,Northbound,TRUE,TRUE,,,,B,Physical Seperation,Class 5 Heavy Vehicle Rest Area,,,6km from Wollongong,TRUE,TRUE,,,,,,,,2024-04-17 00:00:00+00,-34.37495,WOLLONGONG,,,TRUE,25,TRUE,150.86132,,"0000095,0025,B1",TRUE,TRUE,,TRUE,TRUE,South,Transport for NSW,Mount Ousley Heavy Vehicle Rest Area,4012,MT OUSLEY RD,95,,,,Left,,Open,,MOUNT KEIRA,,5,,,BOTH LIGHT AND HEAVY VEHICLES,Borewater
0104000020E6100000010000000101000000A27A6B60AB566240937088635D8C3FC0,3876,0104000020110F00000100000001010000002EE880535E266F41A6565078B1424CC1,,,Prescribed,Westbound,TRUE,,,,,A,,Class 4 Heavy Vehicle Rest Area,,,47.2km West of Nyngan,,,,,,,,,,2024-04-17 00:00:00+00,-31.5483,BOGAN,,,TRUE,30,TRUE,146.70842,,"0000008,0030,A1",,TRUE,,,,West,Transport for NSW,White Rock Road Turn off,1122,BARRIER HIGHWAY,8,,,,Left,,,,HERMIDALE,,1,,,BOTH LIGHT AND HEAVY VEHICLES,Rainwater Tank
0104000020E61000000100000001010000005EF415A41986624018BC24404D5940C0,3877,0104000020110F000001000000010100000031161A2FEF766F418C1A1B90C5694DC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,66.85km from Dubbo (SH7),,,,,,,,,,2024-04-17 00:00:00+00,-32.69767,PARKES,,,,2760,TRUE,148.19063,,"0000017,2760,A3",,TRUE,,,,West,Transport for NSW,North of Peak Hill,1760,CASWELL ST,17,,TRUE,,Right,,,,PEAK HILL,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000A5315A4755D662409AAF880CAB903FC0,3878,0104000020110F0000010000000101000000B39B5AD337FF6F41FE31387BFB464CC1,,,Both,Eastbound,,,,,,A,Physical Seperation,Class 5 Heavy Vehicle Rest Area,,,8.4km North of HW9,,,,,,,,,,2024-04-17 00:00:00+00,-31.56511,LIVERPOOL PLAINS,,,,20,TRUE,150.69791,,"0000029,0020,A1",,TRUE,,,,North,Transport for NSW,Braefield,1786,KAMILAROI HIGHWAY,29,,,,Right,,Open,,BRAEFIELD,,0,,,Light Vehicle Only,None
0104000020E6100000010000000101000000DD24068195616240FCDC531D720B42C0,3879,0104000020110F00000100000001010000006DD5C36EE8386F412D3A611AD97350C1,,,Both,Eastbound,,,TRUE,,,A,,Light Vehicle Only Rest Area,,,1km from  Bethanga  and 15km to Albury,,,,,,,,,,2024-04-17 00:00:00+00,-36.08942,ALBURY CITY,,,TRUE,1011,TRUE,147.0495,,"0000020,1011,A2",,TRUE,,,,South,Council,Hume Weir Park,3069,RIVERINA HIGHWAY,20,,TRUE,,Left,,,,LAKE HUME VILLAGE,,4,,TRUE,Light Vehicle Only,Town Supply
0104000020E6100000010000000101000000DFF8DA334BB3624073C9E82B486741C0,3880,0104000020110F00000100000001010000009F19A43FB3C36F41E98B3B9162914FC1,,,Prescribed,Westbound,,,,,,B,,Class 5 Heavy Vehicle Rest Area,,,13km South of Goulburn,,,,,,,,,,2024-04-17 00:00:00+00,-34.80689,GOULBURN MULWAREE,,,,1305,,149.60293,,"0000002,1305,B1",,,,,,South,Transport for NSW,Sth of Federal Hwy Intersection S/B,7,HUME HWY S/BOUND,2,,,,Left,,,,YARRA,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E610000001000000010100000099D87C5C1B3662401E962EA86FB541C0,3881,0104000020110F00000100000001010000006FC9E7C30EEF6E41DFC0AAD7D51950C1,,,Prescribed,Both Directions,,,,,,A,Physical Seperation,Class 5 Heavy Vehicle Rest Area,,,27km from Finley and  8km to Jerilderie,,,,,,,,,,2024-04-17 00:00:00+00,-35.41747,MURRUMBIDGEE,,,,2080,TRUE,145.69084,,"0000017,2080,A1",,TRUE,,,,South,Transport for NSW,McPhersons Lane,1443,NEWELL HIGHWAY,17,,,,Left,,Open,,JERILDERIE,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000A60F5D50DF176340D248B6F3FD643EC0,3882,0104000020110F0000010000000101000000BACADC8045377041D70A034D1C1E4BC1,,,Both,Both Directions,TRUE,,,,,A,Main Carriageway,Class 5 Heavy Vehicle Rest Area,,,20.5km West of Bellingen,,,,,,,,,,2024-04-17 00:00:00+00,-30.3945,BELLINGEN,,,,60,TRUE,152.74601,,"0000076,0060,A1",,TRUE,,,,North,Transport for NSW,Newell Falls,573,WATERFALL WAY,76,,,,Right,,Open,,DORRIGO MOUNTAIN,,0,,,Light Vehicle Only,None
0104000020E61000000100000001010000005648F949B58E6240A43652616C1541C0,3883,0104000020110F00000100000001010000009655474D8E856F41A622FCF6B0E84EC1,,,Both,Both Directions,,,,,,A,,Class 4 Heavy Vehicle Rest Area,,,26km from Young and  45km to Cowra,,,,,,,,,,2024-04-17 00:00:00+00,-34.16737,HILLTOPS,,,TRUE,610,TRUE,148.45963,,"0000078,0610,A1",,TRUE,,,,South,Transport for NSW,Bendick Murrell Rest Area,1217,OLYMPIC HIGHWAY,78,,TRUE,TRUE,Right,,,,BENDICK MURRELL,,2,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Town Supply
0104000020E6100000010000000101000000B554DE8E707A62405512E275FD9641C0,3884,0104000020110F0000010000000101000000CDE867B820636F41BDAC83254EF44FC1,,,Prescribed,Westbound,TRUE,,,,,B,,Class 5 Heavy Vehicle Rest Area,,,30km from Gundagai and 149km to Albury,,TRUE,,,,,,,,2024-04-17 00:00:00+00,-35.17961,COOTAMUNDRA-GUNDAGAI REGIONAL,,,,1981,TRUE,147.82624,,"0000002,1981,B2",,,,,,South,Transport for NSW,Deltroit,120,HUME HIGHWAY,2,,,,Left,,,,MUNDARLO,,0,,,HEAVY VEHICLES ONLY,None
0104000020E61000000100000001010000000ABFD4CF9B6B62407643EF3845D741C0,3885,0104000020110F000001000000010100000022CD9590EF496F41C0F78B5A273D50C1,,,Counter,Eastbound,,,,,,C,,Class 4 Heavy Vehicle Rest Area,,,109km from Gundagai and  71km to Albury,,,,,,,,,,2024-04-17 00:00:00+00,-35.6818,GREATER HUME SHIRE,,,TRUE,2095,TRUE,147.36277,,"0000002,2095,C1",,TRUE,,,,South,Transport for NSW,MILTON REST AREA,3022,HUME HIGHWAY,2,,,,Right,,,,HOLBROOK,,5,,,BOTH LIGHT AND HEAVY VEHICLES,Water Truck
0104000020E61000000100000001010000001DE6CB0BB0716240287D2A52619441C0,3886,0104000020110F000001000000010100000002F438FC42546F41479266CEE1EE4FC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,63km from Gundagai and 18km to Wagga Wagga,,,,,,,,,,2024-04-17 00:00:00+00,-35.15922,WAGGA WAGGA,,,,30,TRUE,147.55274,,"0000014,0030,A1",,,,,,South,Transport for NSW,Truck Park 2km West of Borambola Sth Rd,206,STURT HIGHWAY,14,,,,Right,,,,ALFREDTOWN,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E610000001000000010100000091B8C7D287DE62409C43C269C11B3FC0,3887,0104000020110F000001000000010100000083AB193592067041F8A01EC8BAD24BC1,,,Both,Both Directions,TRUE,,TRUE,,TRUE,A,,Light Vehicle Only Rest Area,,,2.0km North of Tamworth,,TRUE,,,,,,,,2024-04-17 00:00:00+00,-31.10842,TAMWORTH REGIONAL,,,,980,TRUE,150.95408,,"0000009,0980,A1",,TRUE,,,,North,Other,Rotary/Lions Park - Tamworth,630,ARMIDALE ROAD,9,,TRUE,,Right,,,,EAST TAMWORTH,,2,,TRUE,Light Vehicle Only,Rainwater Tank
0104000020E61000000100000001010000009F1F46088FDB62406CD7845FEA2F41C0,3888,0104000020110F000001000000010100000062153E110C0470414A777C17251F4FC1,,,Counter,Southbound,TRUE,,,,,C,,Class 3 Heavy Vehicle Rest Area,,,8km West of Wollongong,,TRUE,,,,,,,,2024-04-17 00:00:00+00,-34.37434,WOLLONGONG,,,TRUE,25,,150.86121,,"0000095,0025,C2",,,,,,South,Transport for NSW,Parking Area Top of Mt Ousley E/B,381,MT OUSLEY ROAD,95,,,,Right,,,,CATARACT,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000AF08FEB792086240A9C7051214A73FC0,3889,0104000020110F000001000000010100000001A6EDC8B6A16E41C4F546B4545D4CC1,,,Both,Both Directions,,,,,,A,,Service Centre,,,155.2km West of Cobar,,,,,,,,,,2024-04-17 00:00:00+00,-31.65265,CENTRAL DARLING,,,,180,,144.26791,,"0000008,0180,A2",,,,,,West,Transport for NSW,Near Emmdale Roadhouse,1750,BARRIER HIGHWAY,8,,,,Right,,,,WILCANNIA,,1,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000F20C1AFA276162409C71D17476C241C0,3890,0104000020110F00000100000001010000004983D5632E386F41896AE6656B2750C1,,,Both,Both Directions,,,TRUE,,,A,,Light Vehicle Only Rest Area,,,17km from Culcairn and  61km to Wagga Wagga,,,,,,,,,,2024-04-17 00:00:00+00,-35.51924,GREATER HUME SHIRE,,,TRUE,110,TRUE,147.03613,,"0000078,0110,A1",,TRUE,TRUE,,,South,Council,Bicenteninal Park Rest Area,2012,RAILWAY PDE,78,,TRUE,,Left,,,,HENTY,,4,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Other
